Last_name,first_name,middle_name,UID,Applicants_only_sem,email,birthdate,major,program_code,advisor,street1,street2,street3,city,state,zip,country,degree_name,Applicants_only_GRE_v,Applicants_only_GRE_a,Applicants_only_GRE_q,Applicants_only_GRE_v_percentile,Applicants_only_GRE_a_percentile,Applicants_only_GRE_q_percentile,Applicants_only_rating,Applicants_only_TWE,Applicants_only_TOEFL,Applicants_only_GMAT,Applicants_only_MAT_Miller,Applicants_only_MAT_New_Miller_New_Score_range,Applicants_only_LSAT,Certification_if_applicable,Special_Program_if_applicable,Applicants_only_GRE_Subject_Score,Applicants_only_GRE_Subject_Percentile,Applicants_only_GRE_Subject_Name,Applicants_only_Dept_Admission_Dec,Applicants_only_GS_Admission_Dec,Applicants_only_Dept_provision_codes,Applicants_only_GS_provision_codes,Applicants_only_GPA_Undergrad,Home_Phone,Work_Phone,Is_International,Applicants_only_ASF_Submit,Applicants_only_Recommendation_1_Name,Applicants_only_Recommendation_1_Received,Applicants_only_Recommendation_2_Name,Applicants_only_Recommendation_2_Received,Applicants_only_Recommendation_3_Name,Applicants_only_Recommendation_3_Received,Local_address_street1,Local_address_street2,Local_address_street3,Local_address_city,Local_address_state,Local_address_zip,Local_address_country,Applicants_only_Num_Publications,Last_Undergrad_Univ_code,Applicants_only_Last_Undergrad_univs_Tier,Last_Undergrad_univs_Long_Name,Applicants_only_Last_Undergrad_univs_ASF_entered_GPA,Applicants_only_Last_Undergrad_Univ_ASF_entered_Major_Department,Applicants_only_Last_Undergrad_if_available_Transcript_Received,Applicants_only_Last_Graduate_Univ_code,Applicants_only_Last_Graduate_univs_Tier,Applicants_only_Last_Graduate_univs_Long_Name,Applicants_only_Last_Graduate_univs_ASF_entered_GPA,Applicants_only_Last_Graduate_Univ_ASF_entered_Major_Department,Applicants_only_Last_Graduate_if_available_Transcript_Received,Applicants_only_Research_Interest_1,Applicants_only_Research_Interest_2,Applicants_only_Research_Interest_3,Applicants_only_Research_Interest_4,visa,sex,race,citizenship,Applicants_only_Interview_Audition_Scheduled_Date,Applicants_only_Interview_Audition_Scheduled_Location,Applicants_only_Interview_Audition_Primary_Request_Date,Applicants_only_Interview_Audition_Secondary_Request_Date,Applicants_only_ASF_Checkbox_reponse,Applicants_only_ASF_TextBox_1_reponse,Applicants_only_ASF_TextBox_2_reponse,Applicants_only_ASF_TextBox_3_reponse,Applicants_only_ASF_TextBox_4_reponse,Applicants_only_ASF_TextBox_5_reponse,Minor,Hometown,hobbies,Buckley_Confidentiality_Code,Birthday,Applicants_only_Evaluations_1,Applicants_only_Evaluations_2,Applicants_only_Evaluations_3,Applicants_only_Evaluations_4,Applicants_only_Evaluations_5,Applicants_only_Evaluations_6,Applicants_only_Evaluations_7,Applicants_only_Evaluations_8,Applicants_only_Evaluations_9,Applicants_only_Evaluations_10,Applicants_only_Evaluations_11,Applicants_only_Evaluations_12,Applicants_only_Evaluations_13,Applicants_only_Evaluations_14,Applicants_only_Aid_Request,Financial_Aid_this_sem_1_Semester,Financial_Aid_this_sem_1_Department_offering,Financial_Aid_this_sem_1_PHR_ID,Financial_Aid_this_sem_1_Type,Financial_Aid_this_sem_2_Semester,Financial_Aid_this_sem_2_Department_offering,Financial_Aid_this_sem_2_PHR_ID,Financial_Aid_this_sem_2_Type,forFuture1,forFuture2,forFuture3,forFuture4,forFuture5,forFuture6,forFuture7,forFuture8,forFuture9,forFuture10,forFuture11,forFuture12,forFuture13,forFuture14,forFuture15,forFuture16,forFuture17,forFuture18,forFuture19,forFuture20
"LARSON","CELIA",,"a712b491x519",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRAZIER","LATOYA",,"a713b492x520",201401,,"Apr 07, 1997","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-FIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BURKE","PATTY",,"a715b494x522",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-POV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HANSON","SHELIA",,"a719b498x526",201401,,"Apr 05, 1998","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,"SOC-CRIM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAY","GAYLE",,"a721b500x528",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MENDOZA","DELLA",,"a722b501x529",201401,,"Apr 05, 1998",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORENO","VICKY",,"a723b502x530",201401,,"Apr 07, 1999","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-ECO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOWMAN","LYNNE",,"a724b503x531",201401,,"Apr 05, 1998","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDINA","SHERI",,"a725b504x532",201401,,"Apr 07, 2001","ISEP","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOWLER","MARIANNE",,"a727b506x534",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BREWER","KARA",,"a728b507x535",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOFFMAN","JACQUELYN",,"a730b509x537",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,"ISEP-TRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARLSON","ERMA",,"a731b510x538",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SILVA","BLANCA",,"a734b513x541",201401,,"Apr 07, 2001",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PEARSON","MYRA",,"a736b515x543",201401,,"Apr 07, 2001","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOLLAND","LETICIA",,"a737b516x544",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOUGLAS","PAT",,"a742b521x549",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FLEMING","KRISTA",,"a743b522x550",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-QUA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JENSEN","ROXANNE",,"a745b524x552",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VARGAS","ANGELICA",,"a746b525x553",201401,,"Apr 07, 1999",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BYRD","JOHNNIE",,"a747b526x554",201401,,"Apr 05, 1998","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAVIDSON","ROBYN",,"a748b527x555",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOPKINS","FRANCIS",,"a749b528x556",201401,,"Apr 05, 1998","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAY","ADRIENNE",,"a751b530x558",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TERRY","ROSALIE",,"a752b531x559",201401,,"Apr 07, 2001","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-FIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HERRERA","ALEXANDRA",,"a754b533x561",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WADE","BROOKE",,"a755b534x562",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOTO","BETHANY",,"a757b536x564",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"MFL-PUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WALTERS","SADIE",,"a760b539x567",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURTIS","BERNADETTE",,"a761b540x568",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEAL","TRACI",,"a763b542x570",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-SER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALDWELL","JODY",,"a764b543x571",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOWE","KENDRA",,"a766b545x573",201401,,"Apr 05, 1998","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-POV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JENNINGS","JASMINE",,"a767b546x574",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-CRIM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BARNETT","NICHOLE",,"a769b548x576",201401,,"Apr 05, 1998","PSFM","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"MFL-BUDG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRAVES","RACHAEL",,"a771b550x578",201401,,"Apr 07, 1999","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-BIO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JIMENEZ","CHELSEA",,"a772b551x579",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-HUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HORTON","MABLE",,"a773b552x580",201401,,"Apr 07, 1997","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHELTON","ERNESTINE",,"a775b554x582",201401,,"Apr 07, 2001","PSFM","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BARRETT","MURIEL",,"a776b555x583",201401,,"Apr 05, 1998","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-HUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OBRIEN","MARCELLA",,"a778b557x585",201401,,"Apr 07, 2001","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASTRO","ELENA",,"a781b560x588",201401,,"Apr 07, 1999","PSFM","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"MFL-BUDG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTTON","KRYSTAL",,"a782b561x589",201401,,"Apr 05, 1998",,"MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GREGORY","ANGELINA",,"a787b566x594",201401,,"Apr 07, 1999","PSFM","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MCKINNEY","NADINE",,"a790b569x597",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"MFL-MULTI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LUCAS","KARI",,"a791b570x598",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"MFL-NON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MILES","ESTELLE",,"a793b572x600",201401,,"Apr 07, 1997","PSFM","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-QUA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRAIG","MICHELE",,"a794b573x601",201401,,"Apr 07, 2001",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RODRIQUEZ","GAIL",,"a795b574x602",201401,,"Apr 07, 1997","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHAMBERS","BERTHA",,"a796b575x603",201401,,"Apr 07, 2001","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-FIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOLT","DARLENE",,"a797b576x604",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAMBERT","VERONICA",,"a800b579x607",201401,,"Apr 07, 1997","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FLETCHER","JILL",,"a802b581x609",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATTS","ERIN",,"a803b582x610",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BATES","GERALDINE",,"a807b586x614",201401,,"Apr 05, 1998","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ENV-LAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HALE","LAUREN",,"a808b587x615",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-FIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RHODES","CATHY",,"a809b588x616",201401,,"Apr 05, 1998","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PENA","JOANN",,"a811b590x618",201401,,"Apr 07, 1999","PSFM","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
